query,system_id,system_name,nDCG,MAP,MRR
black wool hoodie for men,baseline,Baseline,1.0,1.0,1.0
yellow cotton hoodie for women,vector_search,Vector Search (LLM),0.9419847164772638,0.8441043083900227,1.0
yellow cotton hoodie for women,baseline,Baseline,0.9737169179000765,0.9861111111111112,1.0
gray denim shoes for women,vector_search,Vector Search (LLM),0.5,0.3333333333333333,0.3333333333333333
gray denim shoes for women,baseline,Baseline,0.9972096397975485,1.0,1.0
gray linen suit for kids,vector_search,Vector Search (LLM),0.8503449055347546,0.7,1.0
gray linen suit for kids,baseline,Baseline,0.9876358680877908,0.95,1.0
red sportswear shoes for men,vector_search,Vector Search (LLM),0.9245521537412154,0.9111111111111111,1.0
red sportswear shoes for men,baseline,Baseline,0.8725224066780768,0.7986111111111112,1.0
red linen t-shirt for men,vector_search,Vector Search (LLM),0.42423493232841386,0.25,0.2
red linen t-shirt for men,baseline,Baseline,0.956721760659459,1.0,1.0
green sportswear skirt unisex,vector_search,Vector Search (LLM),0.8529278650606567,0.7000000000000001,1.0
green sportswear skirt unisex,baseline,Baseline,1.0,1.0,1.0
brown wool t-shirt for women,vector_search,Vector Search (LLM),0.952403365885696,0.8875,1.0
brown wool t-shirt for women,baseline,Baseline,0.9876358680877908,0.95,1.0
white linen blazer for men,vector_search,Vector Search (LLM),0.9535262560458844,0.869047619047619,1.0
white linen blazer for men,baseline,Baseline,0.9440256870241582,0.9682539682539683,1.0
yellow leather trousers unisex,vector_search,Vector Search (LLM),0.37926131373818606,0.125,0.125
yellow leather trousers unisex,baseline,Baseline,0.6815571904488514,0.3333333333333333,0.3333333333333333
black oversized blazer unisex,vector_search,Vector Search (LLM),0.5640920940185894,0.35,0.5
black oversized blazer unisex,baseline,Baseline,0.9930783166417602,0.9761904761904763,1.0
red oversized jeans for kids,vector_search,Vector Search (LLM),0.8886733622104969,0.7595238095238095,1.0
red oversized jeans for kids,baseline,Baseline,0.943510495569372,0.7295238095238095,1.0
yellow casual suit unisex,vector_search,Vector Search (LLM),0.8821211986607034,0.5,0.5
yellow casual suit unisex,baseline,Baseline,0.0,0.0,0.0
gray oversized blazer for kids,vector_search,Vector Search (LLM),0.9499479173383518,1.0,1.0
gray oversized blazer for kids,baseline,Baseline,0.9942103312794435,1.0,1.0
beige wool blazer for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
beige wool blazer for men,baseline,Baseline,0.9065280314885753,1.0,1.0
green formal hoodie unisex,vector_search,Vector Search (LLM),0.9031241055054746,0.7333333333333333,1.0
green formal hoodie unisex,baseline,Baseline,0.9597891841043199,0.8773809523809524,1.0
yellow sportswear skirt unisex,vector_search,Vector Search (LLM),1.0,1.0,1.0
yellow sportswear skirt unisex,baseline,Baseline,0.8673642387274029,0.9333333333333332,1.0
beige leather boots for kids,vector_search,Vector Search (LLM),0.6150170646154386,0.41666666666666663,0.5
beige leather boots for kids,baseline,Baseline,0.8108277729316565,0.6544444444444444,0.5
red formal hoodie for kids,vector_search,Vector Search (LLM),0.8592279743901082,0.6071428571428572,1.0
red formal hoodie for kids,baseline,Baseline,0.8592351222272193,0.8711111111111111,1.0
green slim fit dress for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
green slim fit dress for kids,baseline,Baseline,1.0,1.0,1.0
pink leather scarf for women,vector_search,Vector Search (LLM),0.0,0.0,0.0
pink leather scarf for women,baseline,Baseline,0.8315728118512988,1.0,1.0
white wool sneakers unisex,vector_search,Vector Search (LLM),0.4401191709229659,0.23095238095238094,0.14285714285714285
white wool sneakers unisex,baseline,Baseline,0.9441982084506299,1.0,1.0
gray casual suit for women,vector_search,Vector Search (LLM),0.3010299956639812,0.1111111111111111,0.1111111111111111
gray casual suit for women,baseline,Baseline,0.8272575126819318,0.8333333333333333,1.0
gray formal boots for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
gray formal boots for men,baseline,Baseline,0.6226665888217275,0.3833333333333333,0.25
white linen hoodie unisex,vector_search,Vector Search (LLM),0.9735460819169762,1.0,1.0
white linen hoodie unisex,baseline,Baseline,0.879702336979614,0.9583333333333334,1.0
blue linen skirt for kids,vector_search,Vector Search (LLM),0.9197207891481876,0.8333333333333333,1.0
blue linen skirt for kids,baseline,Baseline,0.9920466006454153,1.0,1.0
gray casual scarf for kids,vector_search,Vector Search (LLM),1.0,1.0,1.0
gray casual scarf for kids,baseline,Baseline,1.0,1.0,1.0
brown casual trousers for kids,vector_search,Vector Search (LLM),0.9519709359886506,0.86,1.0
brown casual trousers for kids,baseline,Baseline,0.9930783166417602,0.9761904761904763,1.0
gray linen dress for kids,vector_search,Vector Search (LLM),0.8061765387700855,0.5888888888888889,1.0
gray linen dress for kids,baseline,Baseline,1.0,1.0,1.0
blue denim sneakers for women,vector_search,Vector Search (LLM),0.8946813415854793,0.8954648526077097,1.0
blue denim sneakers for women,baseline,Baseline,0.9961581648476711,1.0,1.0
beige denim sneakers for women,vector_search,Vector Search (LLM),0.7171381888328939,0.71,0.5
beige denim sneakers for women,baseline,Baseline,0.7760675551457975,0.751388888888889,1.0
blue wool sneakers unisex,vector_search,Vector Search (LLM),0.9491229041606436,0.9166666666666666,1.0
blue wool sneakers unisex,baseline,Baseline,0.9454526087033019,0.9367346938775512,1.0
green sportswear suit for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
green sportswear suit for kids,baseline,Baseline,0.0,0.0,0.0
white wool dress for women,vector_search,Vector Search (LLM),0.0,0.0,0.0
white wool dress for women,baseline,Baseline,1.0,1.0,1.0
beige cotton dress for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
beige cotton dress for men,baseline,Baseline,0.8786746795305955,1.0,1.0
pink cotton dress for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
pink cotton dress for men,baseline,Baseline,0.0,0.0,0.0
black casual dress for women,vector_search,Vector Search (LLM),0.0,0.0,0.0
black casual dress for women,baseline,Baseline,0.9557034395662896,1.0,1.0
orange formal t-shirt for men,vector_search,Vector Search (LLM),0.9817558680267066,1.0,1.0
orange formal t-shirt for men,baseline,Baseline,0.973226896127075,0.9583333333333334,1.0
yellow linen boots unisex,vector_search,Vector Search (LLM),0.38895387667535464,0.18333333333333335,0.16666666666666666
yellow linen boots unisex,baseline,Baseline,0.7367266064092203,0.6791666666666667,0.5
gray slim fit jeans for men,vector_search,Vector Search (LLM),0.5391065605018963,0.33134920634920634,0.3333333333333333
gray slim fit jeans for men,baseline,Baseline,1.0,1.0,1.0
green formal t-shirt for men,vector_search,Vector Search (LLM),0.749854088720333,0.5047619047619047,1.0
green formal t-shirt for men,baseline,Baseline,0.9441390272147963,1.0,1.0
brown formal t-shirt for men,vector_search,Vector Search (LLM),0.9651954696014428,1.0,1.0
brown formal t-shirt for men,baseline,Baseline,0.9961581648476711,1.0,1.0
red cotton suit for kids,vector_search,Vector Search (LLM),0.3333333333333333,0.14285714285714285,0.14285714285714285
red cotton suit for kids,baseline,Baseline,1.0,1.0,1.0
white wool t-shirt unisex,vector_search,Vector Search (LLM),0.0,0.0,0.0
white wool t-shirt unisex,baseline,Baseline,0.6807182344492225,0.5628571428571428,0.3333333333333333
yellow sportswear suit for women,vector_search,Vector Search (LLM),0.0,0.0,0.0
yellow sportswear suit for women,baseline,Baseline,0.4382444959756785,0.2,0.2
pink oversized boots unisex,vector_search,Vector Search (LLM),0.8354459830343461,0.6238095238095237,1.0
pink oversized boots unisex,baseline,Baseline,0.9920466006454153,1.0,1.0
green sportswear coat for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
green sportswear coat for kids,baseline,Baseline,0.9863520113014781,1.0,1.0
blue wool dress for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
blue wool dress for men,baseline,Baseline,0.0,0.0,0.0
red wool jeans for men,vector_search,Vector Search (LLM),0.6309297535714574,0.5,0.5
red wool jeans for men,baseline,Baseline,0.6401143055734067,0.5333333333333333,0.5
red leather coat unisex,vector_search,Vector Search (LLM),0.5090228878596043,0.26785714285714285,0.25
red leather coat unisex,baseline,Baseline,0.8297278497347095,0.40277777777777773,0.3333333333333333
yellow formal dress for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
yellow formal dress for men,baseline,Baseline,0.6135456967910718,0.5,0.5
blue linen sneakers for kids,vector_search,Vector Search (LLM),0.958214983820857,0.8773809523809524,1.0
blue linen sneakers for kids,baseline,Baseline,0.9878316351280036,0.9571428571428572,1.0
gray denim skirt for women,vector_search,Vector Search (LLM),0.9783978399515039,0.9305555555555557,1.0
gray denim skirt for women,baseline,Baseline,1.0,1.0,1.0
green sportswear skirt for women,vector_search,Vector Search (LLM),0.9349366583346498,0.8303571428571428,1.0
green sportswear skirt for women,baseline,Baseline,0.9940308009435374,1.0,1.0
brown denim scarf for women,vector_search,Vector Search (LLM),0.6311899173347655,0.4746031746031746,0.5
brown denim scarf for women,baseline,Baseline,1.0,1.0,1.0
orange cotton sweater for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
orange cotton sweater for kids,baseline,Baseline,0.9819030404229396,0.9666666666666666,1.0
red denim jacket for women,vector_search,Vector Search (LLM),1.0,1.0,1.0
red denim jacket for women,baseline,Baseline,1.0,1.0,1.0
green sportswear sneakers for kids,vector_search,Vector Search (LLM),0.6746351547426916,0.5644444444444444,0.5
green sportswear sneakers for kids,baseline,Baseline,0.930723167624873,0.9761904761904763,1.0
gray denim boots for kids,vector_search,Vector Search (LLM),0.6309297535714575,0.5,0.5
gray denim boots for kids,baseline,Baseline,0.9823954215081027,0.9444444444444445,1.0
brown linen scarf unisex,vector_search,Vector Search (LLM),1.0,1.0,1.0
brown linen scarf unisex,baseline,Baseline,1.0,1.0,1.0
gray denim shoes for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
gray denim shoes for men,baseline,Baseline,1.0,1.0,1.0
brown slim fit shoes for kids,vector_search,Vector Search (LLM),0.2890648263178879,0.1,0.1
brown slim fit shoes for kids,baseline,Baseline,0.8772153153380493,0.75,1.0
black denim hoodie for men,vector_search,Vector Search (LLM),0.918688024264739,0.7928571428571428,1.0
black denim hoodie for men,baseline,Baseline,1.0,1.0,1.0
orange linen shoes for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
orange linen shoes for men,baseline,Baseline,0.6182885020492784,0.0,0.0
red formal scarf unisex,vector_search,Vector Search (LLM),0.9277589908435726,0.8,1.0
red formal scarf unisex,baseline,Baseline,1.0,1.0,1.0
green cotton shoes unisex,vector_search,Vector Search (LLM),1.0,1.0,1.0
green cotton shoes unisex,baseline,Baseline,0.6943326695893609,0.5888888888888889,0.5
orange formal t-shirt unisex,vector_search,Vector Search (LLM),0.3333333333333333,0.14285714285714285,0.14285714285714285
orange formal t-shirt unisex,baseline,Baseline,0.9481316041715844,1.0,1.0
beige oversized trousers for kids,vector_search,Vector Search (LLM),0.7897276641883181,0.6912698412698414,1.0
beige oversized trousers for kids,baseline,Baseline,0.9441390272147963,1.0,1.0
orange denim blazer for women,vector_search,Vector Search (LLM),0.8400596782133664,0.8374999999999999,1.0
orange denim blazer for women,baseline,Baseline,0.8333558248942925,0.9761904761904763,1.0
beige oversized sneakers unisex,vector_search,Vector Search (LLM),0.9674246877550772,0.9166666666666666,1.0
beige oversized sneakers unisex,baseline,Baseline,0.8498514770778439,0.7095238095238094,1.0
green oversized blazer for men,vector_search,Vector Search (LLM),0.9432034405765205,0.7666666666666666,1.0
green oversized blazer for men,baseline,Baseline,0.7764492549235396,0.69375,1.0
gray denim trousers for kids,vector_search,Vector Search (LLM),0.5543492985941715,0.27579365079365076,0.16666666666666666
gray denim trousers for kids,baseline,Baseline,0.9214362845327251,0.8041666666666667,1.0
beige denim suit unisex,vector_search,Vector Search (LLM),0.3562071871080222,0.16666666666666666,0.16666666666666666
beige denim suit unisex,baseline,Baseline,0.6907700731340152,0.2,0.2
pink leather skirt unisex,vector_search,Vector Search (LLM),0.9469024295259745,0.8666666666666667,1.0
pink leather skirt unisex,baseline,Baseline,0.9557034395662896,1.0,1.0
brown leather hoodie for kids,vector_search,Vector Search (LLM),0.31546487678572877,0.125,0.125
brown leather hoodie for kids,baseline,Baseline,0.9876712785649565,0.9583333333333334,1.0
yellow formal skirt unisex,vector_search,Vector Search (LLM),0.8843252268199594,0.7182539682539681,1.0
yellow formal skirt unisex,baseline,Baseline,0.834758040913426,0.9583333333333334,1.0
black wool dress for women,vector_search,Vector Search (LLM),0.38685280723454163,0.2,0.2
black wool dress for women,baseline,Baseline,0.944579934586929,0.9666666666666666,1.0
green formal sweater unisex,vector_search,Vector Search (LLM),1.0,1.0,1.0
green formal sweater unisex,baseline,Baseline,0.9462480870845545,1.0,1.0
white leather skirt for women,vector_search,Vector Search (LLM),0.8093261800087286,0.5916666666666667,1.0
white leather skirt for women,baseline,Baseline,0.9679406335187725,0.9333333333333332,1.0
red linen scarf for men,vector_search,Vector Search (LLM),0.9456352704673577,0.8444444444444444,1.0
red linen scarf for men,baseline,Baseline,1.0,1.0,1.0
pink oversized t-shirt for women,vector_search,Vector Search (LLM),0.7704042472078886,0.71,0.5
pink oversized t-shirt for women,baseline,Baseline,1.0,1.0,1.0
white formal t-shirt for women,vector_search,Vector Search (LLM),0.0,0.0,0.0
white formal t-shirt for women,baseline,Baseline,1.0,1.0,1.0
gray linen scarf for kids,vector_search,Vector Search (LLM),1.0,1.0,1.0
gray linen scarf for kids,baseline,Baseline,0.9848330959553522,0.9478458049886622,1.0
brown formal boots for women,vector_search,Vector Search (LLM),0.5425753295322837,0.15555555555555556,0.1111111111111111
brown formal boots for women,baseline,Baseline,0.8642787340017156,0.6422222222222222,1.0
gray casual jeans unisex,vector_search,Vector Search (LLM),0.9103349017299518,0.7746031746031746,1.0
gray casual jeans unisex,baseline,Baseline,0.9796825595768973,0.9333333333333332,1.0
blue sportswear scarf for women,vector_search,Vector Search (LLM),0.9134015924715543,0.7916666666666666,1.0
blue sportswear scarf for women,baseline,Baseline,0.9374689033074594,0.9333333333333332,1.0
white linen suit unisex,vector_search,Vector Search (LLM),0.5038585030433302,0.14285714285714285,0.14285714285714285
white linen suit unisex,baseline,Baseline,0.9887143111028771,1.0,1.0
beige casual dress for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
beige casual dress for men,baseline,Baseline,0.9557034395662896,1.0,1.0
green linen blazer unisex,vector_search,Vector Search (LLM),0.8082669160431459,0.6220238095238095,0.5
green linen blazer unisex,baseline,Baseline,0.966729899385163,0.8875,1.0
beige slim fit scarf unisex,vector_search,Vector Search (LLM),0.9662426320356559,0.9761904761904763,1.0
beige slim fit scarf unisex,baseline,Baseline,0.9580403173645929,1.0,1.0
gray slim fit blazer for women,vector_search,Vector Search (LLM),0.9447176050778178,0.85,1.0
gray slim fit blazer for women,baseline,Baseline,0.9920466006454153,1.0,1.0
blue sportswear coat for women,vector_search,Vector Search (LLM),0.6334896111932237,0.6428571428571428,1.0
blue sportswear coat for women,baseline,Baseline,0.47970796371904123,0.30952380952380953,0.3333333333333333
brown leather trousers unisex,vector_search,Vector Search (LLM),0.7288679761162253,0.5902777777777777,0.5
brown leather trousers unisex,baseline,Baseline,0.8886986628504424,0.95,1.0
brown oversized skirt for women,vector_search,Vector Search (LLM),0.5576699617055524,0.35,0.3333333333333333
brown oversized skirt for women,baseline,Baseline,0.966946512937593,0.9333333333333332,1.0
gray leather jeans for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
gray leather jeans for kids,baseline,Baseline,1.0,1.0,1.0
white formal t-shirt unisex,vector_search,Vector Search (LLM),0.6311231477348184,0.5249999999999999,0.3333333333333333
white formal t-shirt unisex,baseline,Baseline,0.9801522273172876,1.0,1.0
black cotton coat for women,vector_search,Vector Search (LLM),0.43067655807339306,0.25,0.25
black cotton coat for women,baseline,Baseline,0.9930783166417602,0.9761904761904763,1.0
white formal suit for kids,vector_search,Vector Search (LLM),0.5706417189553201,0.41666666666666663,0.3333333333333333
white formal suit for kids,baseline,Baseline,0.8724291758841374,0.8041666666666667,1.0
beige sportswear sneakers unisex,vector_search,Vector Search (LLM),0.7691926091145156,0.5166666666666667,1.0
beige sportswear sneakers unisex,baseline,Baseline,0.8656392231763174,1.0,1.0
orange denim blazer for kids,vector_search,Vector Search (LLM),0.8712137160156971,0.0,0.0
orange denim blazer for kids,baseline,Baseline,0.7232135563245398,0.41666666666666663,0.3333333333333333
orange casual coat for kids,vector_search,Vector Search (LLM),0.5353308872888876,0.29166666666666663,0.25
orange casual coat for kids,baseline,Baseline,0.7093549904390382,0.5138888888888888,0.5
orange formal blazer for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
orange formal blazer for men,baseline,Baseline,0.0,0.0,0.0
yellow denim hoodie for kids,vector_search,Vector Search (LLM),0.9742957970799547,0.9095238095238096,1.0
yellow denim hoodie for kids,baseline,Baseline,1.0,1.0,1.0
blue denim coat for men,vector_search,Vector Search (LLM),0.2890648263178879,0.1,0.1
blue denim coat for men,baseline,Baseline,1.0,1.0,1.0
orange denim boots for women,vector_search,Vector Search (LLM),0.8881716281618304,0.9107142857142857,1.0
orange denim boots for women,baseline,Baseline,0.8847209270305136,0.8523809523809524,1.0
black linen trousers for kids,vector_search,Vector Search (LLM),0.8525731222194871,0.6333333333333333,1.0
black linen trousers for kids,baseline,Baseline,0.9232127186711473,1.0,1.0
brown cotton hoodie unisex,vector_search,Vector Search (LLM),0.9050012317857399,0.8041666666666667,1.0
brown cotton hoodie unisex,baseline,Baseline,0.9888207360925791,1.0,1.0
yellow cotton jeans for women,vector_search,Vector Search (LLM),0.7559903652936039,0.4928571428571429,0.5
yellow cotton jeans for women,baseline,Baseline,0.7460081150541454,0.4777777777777777,0.3333333333333333
white sportswear blazer unisex,vector_search,Vector Search (LLM),0.6048535912216245,0.26666666666666666,0.2
white sportswear blazer unisex,baseline,Baseline,0.817920093801359,0.5,0.5
yellow wool boots for women,vector_search,Vector Search (LLM),0.9540734464808887,0.8333333333333334,1.0
yellow wool boots for women,baseline,Baseline,0.8839125592434409,0.9333333333333332,1.0
blue formal skirt for kids,vector_search,Vector Search (LLM),0.6309297535714574,0.5,0.5
blue formal skirt for kids,baseline,Baseline,0.945656094658415,1.0,1.0
gray linen skirt for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
gray linen skirt for men,baseline,Baseline,0.0,0.0,0.0
gray linen skirt for women,vector_search,Vector Search (LLM),0.45560514958746035,0.26666666666666666,0.2
gray linen skirt for women,baseline,Baseline,0.9930783166417602,0.9761904761904763,1.0
white formal trousers for kids,vector_search,Vector Search (LLM),0.7888688323685816,0.0,0.0
white formal trousers for kids,baseline,Baseline,0.9674679834891693,0.0,0.0
orange oversized sneakers for kids,vector_search,Vector Search (LLM),0.4744200353065766,0.325,0.25
orange oversized sneakers for kids,baseline,Baseline,0.6240657363944289,0.5333333333333333,0.5
gray linen hoodie unisex,vector_search,Vector Search (LLM),0.9683418581470637,0.9666666666666666,1.0
gray linen hoodie unisex,baseline,Baseline,1.0,1.0,1.0
gray denim hoodie unisex,vector_search,Vector Search (LLM),0.5994173566030957,0.4268253968253969,0.25
gray denim hoodie unisex,baseline,Baseline,0.9851766730264648,1.0,1.0
yellow slim fit shoes for kids,vector_search,Vector Search (LLM),0.8472061585384311,0.611111111111111,1.0
yellow slim fit shoes for kids,baseline,Baseline,0.7921700112637117,0.5833333333333333,0.5
green leather blazer unisex,vector_search,Vector Search (LLM),0.5,0.0,0.0
green leather blazer unisex,baseline,Baseline,0.9237470441679433,0.6666666666666666,1.0
green leather shoes for men,vector_search,Vector Search (LLM),0.3562071871080222,0.16666666666666666,0.16666666666666666
green leather shoes for men,baseline,Baseline,0.9327783893101107,1.0,1.0
yellow formal blazer for kids,vector_search,Vector Search (LLM),0.5249810332008933,0.0,0.0
yellow formal blazer for kids,baseline,Baseline,0.5518331289811786,0.0,0.0
blue sportswear suit for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
blue sportswear suit for kids,baseline,Baseline,0.9714089025373848,0.8333333333333333,1.0
blue wool shoes for kids,vector_search,Vector Search (LLM),0.0,0.0,0.0
blue wool shoes for kids,baseline,Baseline,0.9852268707233874,1.0,1.0
orange cotton skirt for men,vector_search,Vector Search (LLM),0.0,0.0,0.0
orange cotton skirt for men,baseline,Baseline,0.0,0.0,0.0
